The receptionist told the visitor to show him an ID.;Die Empfangsdame forderte den Besucher auf, einen Ausweis vorzulegen.
The receptionist told the visitor to show her an ID.;Die Empfangsdame forderte die Besucherin auf, ihr einen Ausweis zu zeigen.
The architect was asked by the apprentice to show his blueprints for inspiration.;Der Architekt wurde von dem Lehrling gebeten, seine Baupläne zur Inspiration zu zeigen.
The architect was asked by the apprentice to show her blueprints for inspiration.;Der Architekt wurde von der Auszubildenden gebeten, ihr Baupläne zur Inspiration zu zeigen.
The bartender received a big tip from the customer, who liked his drinks.;Der Barkeeper erhielt ein großes Trinkgeld von dem Kunden, dem seine Getränke gefielen.
The bartender received a big tip from the customer, who liked her drinks.;Die Barkeeperin erhielt ein großes Trinkgeld von dem Kunden, dem ihre Getränke gefielen.
The doctor asked the nurse to help him in the operation.;Der Arzt bat die Krankenschwester, ihm bei der Operation zu helfen.
The doctor asked the nurse to help her in the operation.;Der Arzt bat die Krankenschwester, ihr bei der Operation zu helfen.
The nurse notified the patient that his shift would be ending in an hour.;Die Schwester teilte dem Patienten mit, dass seine Schicht in einer Stunde enden würde.
The nurse notified the patient that her shift would be ending in an hour.;Die Schwester teilte der Patientin mit, dass ihre Schicht in einer Stunde enden würde.
The surgeon operated the patient with great care: his affection had grown over time.;Der Chirurg operierte den Patienten mit großer Sorgfalt: Seine Zuneigung war mit der Zeit gewachsen.
The surgeon operated the patient with great care: her affection had grown over time.;Der Chirurg operierte die Patientin mit großer Sorgfalt: Ihre Zuneigung war mit der Zeit gewachsen.
The veterinarian informed the pet owner that he couldn't perform any operation.;Der Tierarzt teilte dem Tierbesitzer mit, dass er keine Operation durchführen könne.
The veterinarian informed the pet owner that she couldn't perform any operation.;Die Tierärztin teilte der Tierhalterin mit, dass sie keine Operation durchführen könne.
The carpenter was mad at the superior because he wasn't being paid on time.;Der Schreiner war wütend auf seinen Vorgesetzten, weil er nicht rechtzeitig bezahlt worden war.
The carpenter was mad at the superior because she wasn't being paid on time.;Die Schreinerin war wütend auf ihren Vorgesetzten, weil sie nicht pünktlich bezahlt wurde.
The lawyer examined the witness until he was sick and tired of asking questions.;Der Anwalt verhörte den Zeugen, bis er keine Lust mehr hatte, Fragen zu stellen.
The lawyer examined the witness until she was sick and tired of asking questions.;Der Anwalt verhörte die Zeugin, bis sie keine Lust mehr hatte, Fragen zu stellen.
The student asked the teacher if he could talk slowly.;Der Schüler fragte den Lehrer, ob er langsam sprechen könne.
The student asked the teacher if she could talk slowly.;Die Schülerin fragte den Lehrer, ob sie langsam sprechen könne.
The cashier told the customer that he could not accept payment with credit cards at the moment.;Der Kassierer teilte dem Kunden mit, dass er im Moment keine Zahlung mit Kreditkarten akzeptieren könne. 
The cashier told the customer that she could not accept payment with credit cards at the moment.;Die Kassiererin teilte dem Kunden mit, dass sie im Moment keine Zahlung mit Kreditkarten akzeptieren könne.
The mechanic explained the customer that his service would cost more than expected.;Der Mechaniker erklärte dem Kunden, dass sein Service mehr kosten würde als erwartet.
The mechanic explained the customer that her service would cost more than expected.;Der Mechaniker erklärte der Kundin, dass ihr Service mehr kosten würde als erwartet.
The buyer bought all of the painter's paintings because of his fame.;Der Käufer kaufte alle Gemälde des Malers, weil er berühmt war.
The buyer bought all of the painter's paintings because of her fame.;Der Käufer kaufte alle Gemälde der Malerin, weil sie so berühmt war.
The programmer volunteered to teach the student how to code in his free time.;Der Programmierer hat sich freiwillig bereit erklärt, dem Studenten in seiner Freizeit das Programmieren beizubringen.
The programmer volunteered to teach the student how to code in her free time.;Der Programmierer hat sich freiwillig bereit erklärt, der Studentin in ihrer Freizeit das Programmieren beizubringen.
The teenager confided in the therapist because he seemed trustworthy.;Der Teenager vertraute sich dem Therapeuten an, weil er ihm vertrauenswürdig erschien. 
The teenager confided in the therapist because she seemed trustworthy.;Der Teenager vertraute sich der Therapeutin an, weil sie ihm vertrauenswürdig erschien.
The employee wanted to speak with the supervisor because he could solve the situation in a short time.;Der Mitarbeiter wollte mit dem Vorgesetzten sprechen, weil er die Situation in kurzer Zeit lösen konnte.
The employee wanted to speak with the supervisor because she could solve the situation in a short time.;Der Mitarbeiter wollte mit der Vorgesetzten sprechen, weil sie die Situation in kurzer Zeit lösen konnte.
The worker told the pedestrian that he was repairing the sidewalk as quickly as possible.;Der Arbeiter sagte dem Fußgänger, dass er den Gehweg so schnell wie möglich reparieren würde. 
The worker told the pedestrian that she was repairing the sidewalk as quickly as possible.;Der Arbeiter sagte dem Fußgänger, dass sie den Gehweg so schnell wie möglich reparieren würde. 
The professor met  with a student to discuss his grading policy.;Der Professor traf sich mit einem Studenten, um seine Benotungspolitik zu besprechen. 
The professor met with a student to discuss her grading policy.;Die Professorin traf sich mit einem Studenten, um ihre Benotungspolitik zu besprechen.
The librarian helped the child to choose a book because he liked to encourage reading.;Der Bibliothekar half dem Kind bei der Auswahl eines Buches, weil er das Lesen fördern wollte.
The librarian helped the child to choose a book because she liked to encourage reading.;Die Bibliothekarin half dem Kind bei der Auswahl eines Buches, weil sie das Lesen fördern wollte.
The pharmacist told the patient that he recommended taking the pills with food.;Der Apotheker sagte dem Patienten, dass er empfehle, die Tabletten mit Nahrung einzunehmen.
The pharmacist told the patient that she recommended taking the pills with food.;Die Apothekerin sagte der Patientin, dass sie empfehle, die Tabletten mit Nahrung einzunehmen.
The investigator wanted to interview the witness in person, but he was unable to get in contact.;Der Ermittler wollte den Zeugen persönlich befragen, aber er konnte keinen Kontakt herstellen.
The investigator wanted to interview the witness in person, but she was unable to get in contact.;Der Ermittler wollte die Zeugin persönlich befragen, aber sie war nicht in der Lage, Kontakt aufzunehmen.
The planner told the resident that he was going to redesign the nearby.;Der Planer teilte dem Anwohner mit, dass er die Umgebung umgestalten werde.
The planner told the resident that she was going to redesign the nearby.;Die Planerin teilte dem Anwohner mit, dass sie die Umgebung umgestalten werde.
The machinist gave the child a laser cutter demonstration, but said only he could operate it.;Der Maschinist gab dem Kind eine Vorführung des Laserschneiders, sagte aber, dass nur er ihn bedienen könne.
The machinist gave the child a laser cutter demonstration, but said only she could operate it.;Der Maschinist gab dem Kind eine Vorführung des Laserschneiders, sagte aber, dass nur sie ihn bedienen könne.
The hairdresser recommended a new conditioner to the client because he wanted to be helpful.;Der Friseur empfahl dem Kunden eine neue Pflegespülung, weil er hilfreich sein wollte.
The hairdresser recommended a new conditioner to the client because she wanted to be helpful.;Die Friseurin hat der Kundin eine neue Pflegespülung empfohlen, weil sie hilfreich sein wollte.
The assistant told the dentist that his main appointment was rescheduled.;Die Assistentin teilte dem Zahnarzt mit, dass sein Haupttermin verschoben wurde.
The assistant told the dentist that her main appointment was rescheduled.;Die Assistentin teilte der Zahnärztin mit, dass ihr Haupttermin verschoben wurde.
The officer arrested the demonstrator even though he wasn't on duty.;Der Beamte nahm den Demonstranten fest, obwohl er nicht im Dienst war.
The officer arrested the demonstrator even though she wasn't on duty.;Die Beamtin nahm den Demonstranten fest, obwohl sie nicht im Dienst war.
The host invited the politician to explain his main plans for the future.;Der Gastgeber lud den Politiker ein, seine wichtigsten Pläne für die Zukunft zu erläutern.
The host invited the politician to explain her main plans for the future.;Der Moderator lud die Politikerin ein, ihre wichtigsten Pläne für die Zukunft zu erläutern.
The customer asked to speak with the manager because he would be able to fix the billing error.;Der Kunde bat darum, mit dem Manager zu sprechen, da dieser den Abrechnungsfehler beheben könne.
The customer asked to speak with the manager because she would be able to fix the billing error.;Der Kunde bat darum, mit der Managerin zu sprechen, da sie den Abrechnungsfehler beheben könne. 
The designer was asked by the journalist how much he earns monthly.;Der Designer wurde von dem Journalisten gefragt, wie viel er monatlich verdiene.
The designer was asked by the journalist how much he earns monthly.;Die Designerin wurde von der Journalistin gefragt, wie viel sie monatlich verdiene.
The customer thanked the butcher for his kindness.;Der Kunde dankte dem Metzger für seine Freundlichkeit.
The customer thanked the butcher for her kindness.;Der Kunde dankte der Metzgerin für ihre Freundlichkeit.
The customer asked the store clerk for his help.;Der Kunde bat den Verkäufer um seine Hilfe.
The customer asked the store clerk for her help.;Der Kunde bat die Verkäuferin um ihre Hilfe.
The counselor can give the patient career advice thanks to his experience.;Der Berater kann dem Patienten aufgrund seiner Erfahrung Ratschläge für seine berufliche Laufbahn geben.
The counselor can give the patient career advice thanks to her experience.;Die Beraterin kann dem Patienten aufgrund ihrer Erfahrung Ratschläge für die berufliche Laufbahn geben.
The housekeeper was mad at the children for getting the living room dirty after he cleaned it.;Die Haushälterin war sauer auf die Kinder, weil sie das Wohnzimmer schmutzig gemacht hatten, nachdem er es geputzt hatte.
The housekeeper was mad at the children for getting the living room dirty after she cleaned it.;Die Haushälterin war wütend auf die Kinder, weil sie das Wohnzimmer schmutzig gemacht hatten, nachdem sie es geputzt hatte.
The employee congratulated the administrator for his latest accomplishment.;Der Angestellte beglückwünschte den Verwalter zu seiner neuesten Errungenschaft.
The employee congratulated the administrator for her latest accomplishment.;Der Angestellte beglückwünschte die Verwalterin zu ihrer neuesten Errungenschaft.
The client met the advisor to have his advice about job applications.;Der Kunde traf sich mit dem Berater, um sich von ihm über Bewerbungen beraten zu lassen.
The client met the advisor to have her advice about job applications.;Der Kunde traf sich mit der Beraterin, um sich von ihr über Bewerbungen beraten zu lassen.
The janitor was praised by the school principal for his behavior.;Der Hausmeister wurde vom Schulleiter für sein Verhalten gelobt.
The janitor was praised by the school principal for her behavior.;Die Hausmeisterin wurde von der Schulleitung für ihr Verhalten gelobt.
The specialist was chosen by the patient because of his long experience in treating that disease.;Der Spezialist wurde vom Patienten aufgrund seiner langjährigen Erfahrung in der Behandlung dieser Krankheit ausgewählt.
The specialist was chosen by the patient because of her long experience in treating that disease.;Die Fachärztin wurde von der Patientin aufgrund ihrer langjährigen Erfahrung in der Behandlung dieser Krankheit ausgewählt.
The pathologist was chosen by the patient because of his long experience in treating that disease.;Der Pathologe wurde von der Patientin aufgrund seiner langjährigen Erfahrung in der Behandlung dieser Krankheit ausgewählt.
The pathologist was chosen by the patient because of her long experience in treating that disease.;Die Pathologin wurde von der Patientin aufgrund ihrer langjährigen Erfahrung in der Behandlung dieser Krankheit ausgewählt.
The ill patient was reassured by the practitioner because he felt obliged to.;Der kranke Patient wurde von dem Arzt beruhigt, weil er sich dazu verpflichtet fühlte.
The ill patient was reassured by the practitioner because she felt obliged to.;Die kranke Patientin wurde von der Ärztin beruhigt, weil sie sich dazu verpflichtet fühlte.
The driving instructor is feared by the candidate because of his strictness.;Der Fahrlehrer wird von den Bewerbern wegen seiner Strenge gefürchtet.
The driving instructor is feared by the candidate because of her strictness.;Die Fahrlehrerin wird von den Bewerbern wegen ihrer Strenge gefürchtet.
The paramedic accidentally saw the victim on his way to work.;Der Rettungssanitäter sah das Opfer zufällig auf seinem Weg zur Arbeit.
The paramedic accidentally saw the victim on her way to work.;Die Sanitäterin sah das Opfer zufällig auf ihrem Weg zur Arbeit.
The translator was hired by the company chief due to his extraordinary skills.;Der Übersetzer wurde vom Firmenchef aufgrund seiner außergewöhnlichen Fähigkeiten eingestellt.
The translator was hired by the company chief due to her extraordinary skills.;Die Übersetzerin wurde aufgrund ihrer außergewöhnlichen Fähigkeiten von dem Chef des Unternehmens eingestellt.
The chemist was delighted to show his lab to the student.;Der Chemiker war hocherfreut, dem Studenten sein Labor zu zeigen.
The chemist was delighted to show her lab to the student.;Die Chemikerin freute sich, der Studentin ihr Labor zu zeigen.
The passenger wanted to meet the pilot by entering his cabin.;Der Passagier wollte den Piloten treffen, indem er seine Kabine betrat.
The passenger wanted to meet the pilot by entering her cabin.;Der Passagier wollte die Pilotin treffen, indem er ihre Kabine betrat.
The customer ordered a cake from the baker because he had good reviews online.;Der Kunde bestellte eine Torte bei dem Bäcker, weil er im Internet gute Bewertungen erhalten hatte.
The customer ordered a cake from the baker because she had good reviews online.;Der Kunde bestellte eine Torte bei der Bäckerin, weil sie im Internet gute Bewertungen erhalten hatte.
The paralegal forgot the paperwork of the client so he was fired.;Der Anwaltsgehilfe vergaß die Unterlagen des Mandanten und wurde entlassen.
The paralegal forgot the paperwork of the client so she was fired.;Die Anwaltsgehilfin vergaß den Papierkram des Mandanten und wurde entlassen.
The patient asked the hygienist whether he needed an x-ray.;Der Patient fragte die Hygienikerin, ob er eine Röntgenaufnahme benötige.
The patient asked the hygienist whether she needed an x-ray.;Die Patientin fragte die Hygienikerin, ob sie eine Röntgenaufnahme benötige.
The student was honoured to work with the scientist as his lab assistant.;Der Student hatte die Ehre, mit dem Wissenschaftler als Laborassistent zusammenzuarbeiten.
The student was honoured to work with the scientist as her lab assistant.;Die Studentin hatte die Ehre, mit der Wissenschaftlerin als Laborassistentin zusammenzuarbeiten.
